"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01407","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01436","","","","10","3","2","1","1","2","2","3","26","13","10","0.32","20.15","1.04","10.32","30.47","39","0.384615385","0.024615385","0.264615385","13","3.9","8.666666667","2.6","3.44","1.032","6.716666667","2.015","66.66666667","33.86937972","30","33.33333333","34.4","67.16666667","101.5666667","111.1111111","114.6666667","223.8888889","338.5555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01718","","","","10","7","2","2","2","1","2","6","16","21","4","0.08","12.24","1.38","4.08","16.32","37","0.25","0.003809524","0.11027027","6.166666667","3.7","2.666666667","1.6","0.68","0.408","2.04","1.224","43.24324324","25","60","13.33333333","13.6","40.8","54.4","22.22222222","22.66666667","68","90.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00186","","","","10","3","3","1","3","2","2","3","7","4","3.6","0.09","13.48","3.03","3.69","17.17","11","0.514285714","0.0225","0.335454545","3.666666667","1.1","2.333333333","0.7","1.23","0.369","4.493333333","1.348","63.63636364","21.49097263","30","12","12.3","44.93333333","57.23333333","40","41","149.7777778","190.7777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01261","","","","10","5","1","1","7","1","2","2","0","0","0","0","7.14","","0","7.14","0","","","","0","0","0","0","0","0","3.57","0.714","","0","20","0","0","23.8","23.8","0","0","119","119"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01379","","","","10","3","2","2","8","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00791","","","","10","5","1","1","4","1","1","5","3","7","0.28","0.1","1.12","10.5","0.38","1.5","10","0.093333333","0.014285714","0.038","2","1","0.6","0.3","0.076","0.038","0.224","0.112","30","25.33333333","50","0.933333333","1.266666667","3.733333333","5","1.866666667","2.533333333","7.466666667","10"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00369","","","","10","4","1","1","3","2","2","4","10","4","2.8","0.19","15.1","","2.99","18.09","14","0.28","0.0475","0.213571429","3.5","1.4","2.5","1","0.7475","0.299","3.775","1.51","71.42857143","16.52846877","40","9.333333333","9.966666667","50.33333333","60.3","23.33333333","24.91666667","125.8333333","150.75"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01508","","","","10","6","2","1","7","2","2","3","0","4","0","0.12","1.1","3.96","0.12","1.22","4","","0.03","0.03","1.333333333","0.4","0","0","0.04","0.012","0.366666667","0.11","0","9.836065574","30","0","0.4","3.666666667","4.066666667","0","1.333333333","12.22222222","13.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00845","","","","10","7","1","1","2","4","2","7","6","4","3","0.24","14.14","1.5","3.24","17.38","10","0.5","0.06","0.324","1.428571429","1","0.857142857","0.6","0.462857143","0.324","2.02","1.414","60","18.64211738","70","10","10.8","47.13333333","57.93333333","14.28571429","15.42857143","67.33333333","82.76190476"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01142","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01887","","","","10","7","2","1","3","1","2","7","1","7","0.08","0.12","4.26","10.5","0.2","4.46","8","0.08","0.017142857","0.025","1.142857143","0.8","0.142857143","0.1","0.028571429","0.02","0.608571429","0.426","12.5","4.484304933","70","0.266666667","0.666666667","14.2","14.86666667","0.380952381","0.952380952","20.28571429","21.23809524"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02074","","","","10","10","2","2","5","2","2","9","6","4","0.3","0.06","6.16","0","0.36","6.52","10","0.05","0.015","0.036","1.111111111","1","0.666666667","0.6","0.04","0.036","0.684444444","0.616","60","5.521472393","90","1","1.2","20.53333333","21.73333333","1.111111111","1.333333333","22.81481481","24.14814815"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01039","","","","10","6","1","1","5","2","2","6","6","5","0.8","0.28","3.16","0","1.08","4.24","11","0.133333333","0.056","0.098181818","1.833333333","1.1","1","0.6","0.18","0.108","0.526666667","0.316","54.54545455","25.47169811","60","2.666666667","3.6","10.53333333","14.13333333","4.444444444","6","17.55555556","23.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00435","","","","10","4","1","1","5","1","1","4","6","8","1.6","0.24","2.23","1.17","1.84","4.07","14","0.266666667","0.03","0.131428571","3.5","1.4","1.5","0.6","0.46","0.184","0.5575","0.223","42.85714286","45.20884521","40","5.333333333","6.133333333","7.433333333","13.56666667","13.33333333","15.33333333","18.58333333","33.91666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00912","","","","10","6","1","1","4","1","1","5","2","9","1","0.24","9.11","1.74","1.24","10.35","11","0.5","0.026666667","0.112727273","2.2","1.1","0.4","0.2","0.248","0.124","1.822","0.911","18.18181818","11.98067633","50","3.333333333","4.133333333","30.36666667","34.5","6.666666667","8.266666667","60.73333333","69"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00801","","","","10","6","2","1","4","2","1","6","8","2","2","0.16","2.33","0","2.16","4.49","10","0.25","0.08","0.216","1.666666667","1","1.333333333","0.8","0.36","0.216","0.388333333","0.233","80","48.10690423","60","6.666666667","7.2","7.766666667","14.96666667","11.11111111","12","12.94444444","24.94444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01100","","","","10","5","1","1","5","2","1","5","3","7","0.48","0.2","3.19","7.23","0.68","3.87","10","0.16","0.028571429","0.068","2","1","0.6","0.3","0.136","0.068","0.638","0.319","30","17.57105943","50","1.6","2.266666667","10.63333333","12.9","3.2","4.533333333","21.26666667","25.8"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01621","","","","10","5","1","1","6","2","2","4","3","4","0.28","0.14","1.15","0","0.42","1.57","7","0.093333333","0.035","0.06","1.75","0.7","0.75","0.3","0.105","0.042","0.2875","0.115","42.85714286","26.75159236","40","0.933333333","1.4","3.833333333","5.233333333","2.333333333","3.5","9.583333333","13.08333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01756","","","","10","6","1","1","6","2","2","4","3","7","0.32","0.04","1.09","0","0.36","1.45","10","0.106666667","0.005714286","0.036","2.5","1","0.75","0.3","0.09","0.036","0.2725","0.109","30","24.82758621","40","1.066666667","1.2","3.633333333","4.833333333","2.666666667","3","9.083333333","12.08333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00176","","","","10","8","2","1","4","2","1","5","9","8","1.2","0.2","1.18","3.96","1.4","2.58","17","0.133333333","0.025","0.082352941","3.4","1.7","1.8","0.9","0.28","0.14","0.236","0.118","52.94117647","54.26356589","50","4","4.666666667","3.933333333","8.6","8","9.333333333","7.866666667","17.2"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00663","","","","10","6","1","1","5","2","1","6","0","0","0","0","4.64","","0","4.64","0","","","","0","0","0","0","0","0","0.773333333","0.464","","0","60","0","0","15.46666667","15.46666667","0","0","25.77777778","25.77777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00093","","","","10","4","1","1","4","3","2","4","4","6","0.84","0.24","4.54","1.38","1.08","5.62","10","0.21","0.04","0.108","2.5","1","1","0.4","0.27","0.108","1.135","0.454","40","19.21708185","40","2.8","3.6","15.13333333","18.73333333","7","9","37.83333333","46.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01674","","","","10","6","3","1","3","2","2","6","2","4","0.4","0.1","5.12","3.03","0.5","5.62","6","0.2","0.025","0.083333333","1","0.6","0.333333333","0.2","0.083333333","0.05","0.853333333","0.512","33.33333333","8.896797153","60","1.333333333","1.666666667","17.06666667","18.73333333","2.222222222","2.777777778","28.44444444","31.22222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01335","","","","10","5","2","1","5","2","2","4","0","7","0","0.16","3.18","7.76","0.16","3.34","7","","0.022857143","0.022857143","1.75","0.7","0","0","0.04","0.016","0.795","0.318","0","4.790419162","40","0","0.533333333","10.6","11.13333333","0","1.333333333","26.5","27.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00889","","","","10","6","1","1","3","1","2","6","4","4","2.4","0.24","6.69","0.15","2.64","9.33","8","0.6","0.06","0.33","1.333333333","0.8","0.666666667","0.4","0.44","0.264","1.115","0.669","50","28.29581994","60","8","8.8","22.3","31.1","13.33333333","14.66666667","37.16666667","51.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01309","","","","10","2","1","1","6","2","2","2","0","0","0","0","2.16","","0","2.16","0","","","","0","0","0","0","0","0","1.08","0.216","","0","20","0","0","7.2","7.2","0","0","36","36"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00771","","","","10","8","1","1","4","2","2","7","15","3","2","0.1","4.66","0.69","2.1","6.76","18","0.133333333","0.033333333","0.116666667","2.571428571","1.8","2.142857143","1.5","0.3","0.21","0.665714286","0.466","83.33333333","31.06508876","70","6.666666667","7","15.53333333","22.53333333","9.523809524","10","22.19047619","32.19047619"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00210","","","","10","6","2","1","4","2","2","6","6","2","1.1","0.08","6.61","3.03","1.18","7.79","8","0.183333333","0.04","0.1475","1.333333333","0.8","1","0.6","0.196666667","0.118","1.101666667","0.661","75","15.14762516","60","3.666666667","3.933333333","22.03333333","25.96666667","6.111111111","6.555555556","36.72222222","43.27777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00107","","","","10","6","2","1","5","2","1","6","10","9","1.8","0.16","3.25","10.5","1.96","5.21","19","0.18","0.017777778","0.103157895","3.166666667","1.9","1.666666667","1","0.326666667","0.196","0.541666667","0.325","52.63157895","37.61996161","60","6","6.533333333","10.83333333","17.36666667","10","10.88888889","18.05555556","28.94444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00154","","","","10","8","1","1","3","3","1","8","9","4","3.6","0.3","5.83","5.49","3.9","9.73","13","0.4","0.075","0.3","1.625","1.3","1.125","0.9","0.4875","0.39","0.72875","0.583","69.23076923","40.08221994","80","12","13","19.43333333","32.43333333","15","16.25","24.29166667","40.54166667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01494","","","","10","7","2","1","5","2","1","7","5","2","1.2","0.08","4.14","12.39","1.28","5.42","7","0.24","0.04","0.182857143","1","0.7","0.714285714","0.5","0.182857143","0.128","0.591428571","0.414","71.42857143","23.61623616","70","4","4.266666667","13.8","18.06666667","5.714285714","6.095238095","19.71428571","25.80952381"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01140","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00498","","","","10","5","1","1","5","2","1","5","0","0","0","0","7.2","","0","7.2","0","","","","0","0","0","0","0","0","1.44","0.72","","0","50","0","0","24","24","0","0","48","48"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00690","","","","10","6","1","1","6","2","2","6","17","24","2.5","0.64","2.4","1.32","3.14","5.54","41","0.147058824","0.026666667","0.076585366","6.833333333","4.1","2.833333333","1.7","0.523333333","0.314","0.4","0.24","41.46341463","56.67870036","60","8.333333333","10.46666667","8","18.46666667","13.88888889","17.44444444","13.33333333","30.77777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00315","","","","10","9","1","1","4","2","2","7","6","3","2.2","0.2","7.22","0.02","2.4","9.62","9","0.366666667","0.066666667","0.266666667","1.285714286","0.9","0.857142857","0.6","0.342857143","0.24","1.031428571","0.722","66.66666667","24.94802495","70","7.333333333","8","24.06666667","32.06666667","10.47619048","11.42857143","34.38095238","45.80952381"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00244","","","","10","4","1","1","5","1","2","4","6","9","0.6","0.19","1.11","0.69","0.79","1.9","15","0.1","0.021111111","0.052666667","3.75","1.5","1.5","0.6","0.1975","0.079","0.2775","0.111","40","41.57894737","40","2","2.633333333","3.7","6.333333333","5","6.583333333","9.25","15.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00620","","","","10","3","1","1","5","3","1","2","0","1","0","0.08","19.34","0","0.08","19.42","1","","0.08","0.08","0.5","0.1","0","0","0.04","0.008","9.67","1.934","0","0.411946447","20","0","0.266666667","64.46666667","64.73333333","0","1.333333333","322.3333333","323.6666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00915","","","","10","7","2","1","1","1","1","7","21","9","12.6","0.26","13.15","7.23","12.86","26.01","30","0.6","0.028888889","0.428666667","4.285714286","3","3","2.1","1.837142857","1.286","1.878571429","1.315","70","49.44252211","70","42","42.86666667","43.83333333","86.7","60","61.23809524","62.61904762","123.8571429"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01408","","","","10","3","2","1","6","1","1","3","0","0","0","0","0.2","","0","0.2","0","","","","0","0","0","0","0","0","0.066666667","0.02","","0","30","0","0","0.666666667","0.666666667","0","0","2.222222222","2.222222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01086","","","","10","6","2","1","3","3","1","4","1","0","0.08","0","13.24","7.76","0.08","13.32","1","0.08","","0.08","0.25","0.1","0.25","0.1","0.02","0.008","3.31","1.324","100","0.600600601","40","0.266666667","0.266666667","44.13333333","44.4","0.666666667","0.666666667","110.3333333","111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00629","","","","10","5","5","1","3","1","2","5","2","2","0.12","0.08","2.07","0.15","0.2","2.27","4","0.06","0.04","0.05","0.8","0.4","0.4","0.2","0.04","0.02","0.414","0.207","50","8.810572687","50","0.4","0.666666667","6.9","7.566666667","0.8","1.333333333","13.8","15.13333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00891","","","","10","3","3","1","3","2","2","2","2","4","2.4","0.16","5.12","0.12","2.56","7.68","6","1.2","0.04","0.426666667","3","0.6","1","0.2","1.28","0.256","2.56","0.512","33.33333333","33.33333333","20","8","8.533333333","17.06666667","25.6","40","42.66666667","85.33333333","128"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01951","","","","10","7","4","2","3","2","2","7","7","5","2.3","0.2","6.18","0.15","2.5","8.68","12","0.328571429","0.04","0.208333333","1.714285714","1.2","1","0.7","0.357142857","0.25","0.882857143","0.618","58.33333333","28.80184332","70","7.666666667","8.333333333","20.6","28.93333333","10.95238095","11.9047619","29.42857143","41.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00310","","","","10","7","1","1","5","2","2","7","6","2","2.5","0.08","18.16","0","2.58","20.74","8","0.416666667","0.04","0.3225","1.142857143","0.8","0.857142857","0.6","0.368571429","0.258","2.594285714","1.816","75","12.43972999","70","8.333333333","8.6","60.53333333","69.13333333","11.9047619","12.28571429","86.47619048","98.76190476"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01466","","","","10","3","2","1","3","2","2","3","3","0","1.2","0","5.16","12.39","1.2","6.36","3","0.4","","0.4","1","0.3","1","0.3","0.4","0.12","1.72","0.516","100","18.86792453","30","4","4","17.2","21.2","13.33333333","13.33333333","57.33333333","70.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02041","","","","10","10","2","1","3","1","2","7","10","7","3.8","0.28","5.21","12.39","4.08","9.29","17","0.38","0.04","0.24","2.428571429","1.7","1.428571429","1","0.582857143","0.408","0.744285714","0.521","58.82352941","43.9181916","70","12.66666667","13.6","17.36666667","30.96666667","18.0952381","19.42857143","24.80952381","44.23809524"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01610","","","","10","6","2","1","8","2","2","6","0","2","0","0.08","0.56","1.38","0.08","0.64","2","","0.04","0.04","0.333333333","0.2","0","0","0.013333333","0.008","0.093333333","0.056","0","12.5","60","0","0.266666667","1.866666667","2.133333333","0","0.444444444","3.111111111","3.555555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02024","","","","10","6","2","2","3","1","2","6","3","0","1","0","3.06","11.03","1","4.06","3","0.333333333","","0.333333333","0.5","0.3","0.5","0.3","0.166666667","0.1","0.51","0.306","100","24.63054187","60","3.333333333","3.333333333","10.2","13.53333333","5.555555556","5.555555556","17","22.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00687","","","","10","4","2","1","4","1","1","4","12","7","4","0.24","7.22","4.92","4.24","11.46","19","0.333333333","0.034285714","0.223157895","4.75","1.9","3","1.2","1.06","0.424","1.805","0.722","63.15789474","36.9982548","40","13.33333333","14.13333333","24.06666667","38.2","33.33333333","35.33333333","60.16666667","95.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01954","","","","10","4","2","2","5","2","2","4","3","2","0.3","0.02","1.16","0","0.32","1.48","5","0.1","0.01","0.064","1.25","0.5","0.75","0.3","0.08","0.032","0.29","0.116","60","21.62162162","40","1","1.066666667","3.866666667","4.933333333","2.5","2.666666667","9.666666667","12.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00477","","","","10","7","4","1","3","1","4","6","9","4","2.5","0.12","6.91","0.15","2.62","9.53","13","0.277777778","0.03","0.201538462","2.166666667","1.3","1.5","0.9","0.436666667","0.262","1.151666667","0.691","69.23076923","27.49213012","60","8.333333333","8.733333333","23.03333333","31.76666667","13.88888889","14.55555556","38.38888889","52.94444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00657","","","","10","9","1","1","5","1","2","7","5","12","1","0.6","7.09","1.5","1.6","8.69","17","0.2","0.05","0.094117647","2.428571429","1.7","0.714285714","0.5","0.228571429","0.16","1.012857143","0.709","29.41176471","18.41196778","70","3.333333333","5.333333333","23.63333333","28.96666667","4.761904762","7.619047619","33.76190476","41.38095238"
