"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02012","","","","10","10","7","2","1","4","4","10","7","8","0.2","1.4","0.9","12.39","1.6","2.5","15","0.175","0.028571429","0.106666667","1.5","1.5","0.8","0.8","0.16","0.16","0.09","0.09","53.33333333","64","100","4.666666667","5.333333333","3","8.333333333","4.666666667","5.333333333","3","8.333333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01637","","","","10","10","9","4","2","2","8","3","7","12","0.28","2","7.5","7.76","2.28","9.78","19","0.166666667","0.04","0.12","6.333333333","1.9","4","1.2","0.76","0.228","2.5","0.75","63.15789474","23.31288344","30","6.666666667","7.6","25","32.6","22.22222222","25.33333333","83.33333333","108.6666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00542","","","","10","10","5","1","1","3","1","10","19","13","0.8","2","2.5","0","2.8","5.3","32","0.153846154","0.042105263","0.0875","3.2","3.2","1.3","1.3","0.28","0.28","0.25","0.25","40.625","52.83018868","100","6.666666667","9.333333333","8.333333333","17.66666667","6.666666667","9.333333333","8.333333333","17.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01437","","","","10","10","8","3","1","3","2","10","20","19","0.5","2.7","6","1.74","3.2","9.2","39","0.142105263","0.025","0.082051282","3.9","3.9","1.9","1.9","0.32","0.32","0.6","0.6","48.71794872","34.7826087","100","9","10.66666667","20","30.66666667","9","10.66666667","20","30.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01785","","","","10","10","6","2","2","3","2","10","28","7","0.4","1","2","7.23","1.4","3.4","35","0.142857143","0.014285714","0.04","3.5","3.5","0.7","0.7","0.14","0.14","0.2","0.2","20","41.17647059","100","3.333333333","4.666666667","6.666666667","11.33333333","3.333333333","4.666666667","6.666666667","11.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00515","","","","10","10","4","2","1","4","5","9","12","14","0.3","2","1.4","1.76","2.3","3.7","26","0.142857143","0.025","0.088461538","2.888888889","2.6","1.555555556","1.4","0.255555556","0.23","0.155555556","0.14","53.84615385","62.16216216","90","6.666666667","7.666666667","4.666666667","12.33333333","7.407407407","8.518518519","5.185185185","13.7037037"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00371","","","","10","9","2","2","1","3","1","8","8","12","0.24","2.4","5.2","0.15","2.64","7.84","20","0.2","0.03","0.132","2.5","2","1.5","1.2","0.33","0.264","0.65","0.52","60","33.67346939","80","8","8.8","17.33333333","26.13333333","10","11","21.66666667","32.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00769","","","","10","7","6","1","1","4","3","7","2","5","0.05","1","2","0.15","1.05","3.05","7","0.2","0.025","0.15","1","0.7","0.714285714","0.5","0.15","0.105","0.285714286","0.2","71.42857143","34.42622951","70","3.333333333","3.5","6.666666667","10.16666667","4.761904762","5","9.523809524","14.52380952"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00050","","","","10","10","1","1","2","5","3","7","3","11","0.1","4.1","5.7","0","4.2","9.9","14","0.372727273","0.033333333","0.3","2","1.4","1.571428571","1.1","0.6","0.42","0.814285714","0.57","78.57142857","42.42424242","70","13.66666667","14","19","33","19.52380952","20","27.14285714","47.14285714"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01765","","","","10","10","8","2","2","4","2","10","9","7","0.2","1.6","7","0","1.8","8.8","16","0.228571429","0.022222222","0.1125","1.6","1.6","0.7","0.7","0.18","0.18","0.7","0.7","43.75","20.45454545","100","5.333333333","6","23.33333333","29.33333333","5.333333333","6","23.33333333","29.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01259","","","","10","10","7","4","2","5","2","10","9","11","0.5","2","2.9","0.02","2.5","5.4","20","0.181818182","0.055555556","0.125","2","2","1.1","1.1","0.25","0.25","0.29","0.29","55","46.2962963","100","6.666666667","8.333333333","9.666666667","18","6.666666667","8.333333333","9.666666667","18"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01180","","","","10","10","7","3","2","3","3","10","18","8","0.3","1","2.1","1.38","1.3","3.4","26","0.125","0.016666667","0.05","2.6","2.6","0.8","0.8","0.13","0.13","0.21","0.21","30.76923077","38.23529412","100","3.333333333","4.333333333","7","11.33333333","3.333333333","4.333333333","7","11.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00756","","","","10","10","4","3","1","4","3","6","12","4","0.24","0.3","7.4","0","0.54","7.94","16","0.075","0.02","0.03375","2.666666667","1.6","0.666666667","0.4","0.09","0.054","1.233333333","0.74","25","6.801007557","60","1","1.8","24.66666667","26.46666667","1.666666667","3","41.11111111","44.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01562","","","","10","10","9","4","2","4","1","9","31","24","1","4.2","14","5.46","5.2","19.2","55","0.175","0.032258065","0.094545455","6.111111111","5.5","2.666666667","2.4","0.577777778","0.52","1.555555556","1.4","43.63636364","27.08333333","90","14","17.33333333","46.66666667","64","15.55555556","19.25925926","51.85185185","71.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01959","","","","10","10","8","3","1","5","2","10","4","1","0.6","1","0.2","3.03","1.6","1.8","5","1","0.15","0.32","0.5","0.5","0.1","0.1","0.16","0.16","0.02","0.02","20","88.88888889","100","3.333333333","5.333333333","0.666666667","6","3.333333333","5.333333333","0.666666667","6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00013","","","","10","9","3","2","1","7","3","9","28","11","0.5","2.4","8","0.15","2.9","10.9","39","0.218181818","0.017857143","0.074358974","4.333333333","3.9","1.222222222","1.1","0.322222222","0.29","0.888888889","0.8","28.20512821","26.60550459","90","8","9.666666667","26.66666667","36.33333333","8.888888889","10.74074074","29.62962963","40.37037037"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01924","","","","10","10","7","5","2","7","1","7","7","9","0.2","2.4","3","0.12","2.6","5.6","16","0.266666667","0.028571429","0.1625","2.285714286","1.6","1.285714286","0.9","0.371428571","0.26","0.428571429","0.3","56.25","46.42857143","70","8","8.666666667","10","18.66666667","11.42857143","12.38095238","14.28571429","26.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01846","","","","10","10","8","2","1","2","2","10","42","11","1","2","1.5","1.5","3","4.5","53","0.181818182","0.023809524","0.056603774","5.3","5.3","1.1","1.1","0.3","0.3","0.15","0.15","20.75471698","66.66666667","100","6.666666667","10","5","15","6.666666667","10","5","15"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00270","","","","10","10","3","1","1","5","2","7","29","24","0.8","9","5.1","0","9.8","14.9","53","0.375","0.027586207","0.18490566","7.571428571","5.3","3.428571429","2.4","1.4","0.98","0.728571429","0.51","45.28301887","65.77181208","70","30","32.66666667","17","49.66666667","42.85714286","46.66666667","24.28571429","70.95238095"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02062","","","","10","9","7","2","1","2","2","9","30","20","0.56","2.5","2.5","1.32","3.06","5.56","50","0.125","0.018666667","0.0612","5.555555556","5","2.222222222","2","0.34","0.306","0.277777778","0.25","40","55.03597122","90","8.333333333","10.2","8.333333333","18.53333333","9.259259259","11.33333333","9.259259259","20.59259259"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00215","","","","10","10","4","1","1","5","3","10","16","9","0.4","3.2","3.4","0.12","3.6","7","25","0.355555556","0.025","0.144","2.5","2.5","0.9","0.9","0.36","0.36","0.34","0.34","36","51.42857143","100","10.66666667","12","11.33333333","23.33333333","10.66666667","12","11.33333333","23.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01354","","","","10","2","2","2","6","3","1","2","8","10","0.28","1.5","2","4.61","1.78","3.78","18","0.15","0.035","0.098888889","9","1.8","5","1","0.89","0.178","1","0.2","55.55555556","47.08994709","20","5","5.933333333","6.666666667","12.6","25","29.66666667","33.33333333","63"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01005","","","","10","10","6","1","1","2","2","10","16","12","0.4","1","1.6","0.02","1.4","3","28","0.083333333","0.025","0.05","2.8","2.8","1.2","1.2","0.14","0.14","0.16","0.16","42.85714286","46.66666667","100","3.333333333","4.666666667","5.333333333","10","3.333333333","4.666666667","5.333333333","10"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01237","","","","10","10","7","2","2","3","2","10","11","13","0.4","1.8","5","0.02","2.2","7.2","24","0.138461538","0.036363636","0.091666667","2.4","2.4","1.3","1.3","0.22","0.22","0.5","0.5","54.16666667","30.55555556","100","6","7.333333333","16.66666667","24","6","7.333333333","16.66666667","24"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00465","","","","10","8","5","1","1","3","4","8","30","14","0.6","2.5","1.4","7.23","3.1","4.5","44","0.178571429","0.02","0.070454545","5.5","4.4","1.75","1.4","0.3875","0.31","0.175","0.14","31.81818182","68.88888889","80","8.333333333","10.33333333","4.666666667","15","10.41666667","12.91666667","5.833333333","18.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02038","","","","10","10","9","3","1","4","2","8","13","10","0.9","2.5","5.5","0","3.4","8.9","23","0.25","0.069230769","0.147826087","2.875","2.3","1.25","1","0.425","0.34","0.6875","0.55","43.47826087","38.20224719","80","8.333333333","11.33333333","18.33333333","29.66666667","10.41666667","14.16666667","22.91666667","37.08333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02009","","","","10","8","7","2","1","4","2","7","8","16","0.3","3.2","2","0","3.5","5.5","24","0.2","0.0375","0.145833333","3.428571429","2.4","2.285714286","1.6","0.5","0.35","0.285714286","0.2","66.66666667","63.63636364","70","10.66666667","11.66666667","6.666666667","18.33333333","15.23809524","16.66666667","9.523809524","26.19047619"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01399","","","","10","10","7","2","2","2","1","9","76","21","1.7","2","4.8","0.12","3.7","8.5","97","0.095238095","0.022368421","0.03814433","10.77777778","9.7","2.333333333","2.1","0.411111111","0.37","0.533333333","0.48","21.64948454","43.52941176","90","6.666666667","12.33333333","16","28.33333333","7.407407407","13.7037037","17.77777778","31.48148148"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02082","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00062","","","","10","8","3","3","1","6","3","8","32","41","0.8","5.1","3","7.23","5.9","8.9","73","0.124390244","0.025","0.080821918","9.125","7.3","5.125","4.1","0.7375","0.59","0.375","0.3","56.16438356","66.29213483","80","17","19.66666667","10","29.66666667","21.25","24.58333333","12.5","37.08333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02075","","","","10","10","6","2","1","5","2","9","11","14","0.34","1.3","3.3","11.03","1.64","4.94","25","0.092857143","0.030909091","0.0656","2.777777778","2.5","1.555555556","1.4","0.182222222","0.164","0.366666667","0.33","56","33.19838057","90","4.333333333","5.466666667","11","16.46666667","4.814814815","6.074074074","12.22222222","18.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00478","","","","10","10","2","2","1","5","2","7","26","15","0.84","4.4","5.2","12.39","5.24","10.44","41","0.293333333","0.032307692","0.127804878","5.857142857","4.1","2.142857143","1.5","0.748571429","0.524","0.742857143","0.52","36.58536585","50.19157088","70","14.66666667","17.46666667","17.33333333","34.8","20.95238095","24.95238095","24.76190476","49.71428571"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01702","","","","10","10","8","1","1","3","1","10","28","19","0.64","3","3","11.03","3.64","6.64","47","0.157894737","0.022857143","0.077446809","4.7","4.7","1.9","1.9","0.364","0.364","0.3","0.3","40.42553191","54.81927711","100","10","12.13333333","10","22.13333333","10","12.13333333","10","22.13333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01436","","","","10","10","6","2","2","2","2","10","4","1","0.08","0.06","1.1","12.39","0.14","1.24","5","0.06","0.02","0.028","0.5","0.5","0.1","0.1","0.014","0.014","0.11","0.11","20","11.29032258","100","0.2","0.466666667","3.666666667","4.133333333","0.2","0.466666667","3.666666667","4.133333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00588","","","","10","10","2","3","1","3","3","9","20","5","0.28","1.3","2","0.12","1.58","3.58","25","0.26","0.014","0.0632","2.777777778","2.5","0.555555556","0.5","0.175555556","0.158","0.222222222","0.2","20","44.13407821","90","4.333333333","5.266666667","6.666666667","11.93333333","4.814814815","5.851851852","7.407407407","13.25925926"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01821","","","","10","10","7","2","1","4","2","8","12","10","0.28","1.5","1.5","11.03","1.78","3.28","22","0.15","0.023333333","0.080909091","2.75","2.2","1.25","1","0.2225","0.178","0.1875","0.15","45.45454545","54.26829268","80","5","5.933333333","5","10.93333333","6.25","7.416666667","6.25","13.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02010","","","","10","10","9","3","2","4","2","10","1","20","0.12","8","6","0","8.12","14.12","21","0.4","0.12","0.386666667","2.1","2.1","2","2","0.812","0.812","0.6","0.6","95.23809524","57.50708215","100","26.66666667","27.06666667","20","47.06666667","26.66666667","27.06666667","20","47.06666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01797","","","","10","10","7","3","3","3","1","10","5","10","0.12","1","1.1","0.15","1.12","2.22","15","0.1","0.024","0.074666667","1.5","1.5","1","1","0.112","0.112","0.11","0.11","66.66666667","50.45045045","100","3.333333333","3.733333333","3.666666667","7.4","3.333333333","3.733333333","3.666666667","7.4"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01421","","","","10","10","6","3","2","5","1","9","5","10","0.09","1.3","0.2","1.32","1.39","1.59","15","0.13","0.018","0.092666667","1.666666667","1.5","1.111111111","1","0.154444444","0.139","0.022222222","0.02","66.66666667","87.42138365","90","4.333333333","4.633333333","0.666666667","5.3","4.814814815","5.148148148","0.740740741","5.888888889"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01553","","","","10","9","7","2","2","3","2","9","31","21","1.4","2.4","5","11.03","3.8","8.8","52","0.114285714","0.04516129","0.073076923","5.777777778","5.2","2.333333333","2.1","0.422222222","0.38","0.555555556","0.5","40.38461538","43.18181818","90","8","12.66666667","16.66666667","29.33333333","8.888888889","14.07407407","18.51851852","32.59259259"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00912","","","","10","10","2","2","2","4","3","10","22","9","0.48","1.6","0.8","0.69","2.08","2.88","31","0.177777778","0.021818182","0.067096774","3.1","3.1","0.9","0.9","0.208","0.208","0.08","0.08","29.03225806","72.22222222","100","5.333333333","6.933333333","2.666666667","9.6","5.333333333","6.933333333","2.666666667","9.6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00678","","","","10","10","4","1","1","6","4","10","40","14","0.6","1.4","5","4.61","2","7","54","0.1","0.015","0.037037037","5.4","5.4","1.4","1.4","0.2","0.2","0.5","0.5","25.92592593","28.57142857","100","4.666666667","6.666666667","16.66666667","23.33333333","4.666666667","6.666666667","16.66666667","23.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00451","","","","10","9","3","1","1","5","8","9","3","7","0.08","0.6","1","0","0.68","1.68","10","0.085714286","0.026666667","0.068","1.111111111","1","0.777777778","0.7","0.075555556","0.068","0.111111111","0.1","70","40.47619048","90","2","2.266666667","3.333333333","5.6","2.222222222","2.518518519","3.703703704","6.222222222"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00273","","","","10","10","1","2","1","6","3","8","10","29","0.6","9.8","9.7","0","10.4","20.1","39","0.337931034","0.06","0.266666667","4.875","3.9","3.625","2.9","1.3","1.04","1.2125","0.97","74.35897436","51.74129353","80","32.66666667","34.66666667","32.33333333","67","40.83333333","43.33333333","40.41666667","83.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00815","","","","10","9","4","1","1","4","3","8","9","9","0.4","1.5","2.6","7.23","1.9","4.5","18","0.166666667","0.044444444","0.105555556","2.25","1.8","1.125","0.9","0.2375","0.19","0.325","0.26","50","42.22222222","80","5","6.333333333","8.666666667","15","6.25","7.916666667","10.83333333","18.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01127","","","","10","10","7","5","2","5","2","9","10","9","0.36","1.8","5","6.12","2.16","7.16","19","0.2","0.036","0.113684211","2.111111111","1.9","1","0.9","0.24","0.216","0.555555556","0.5","47.36842105","30.16759777","90","6","7.2","16.66666667","23.86666667","6.666666667","8","18.51851852","26.51851852"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00021","","","","10","10","3","2","1","6","2","7","18","35","0.34","7","2.3","0.02","7.34","9.64","53","0.2","0.018888889","0.138490566","7.571428571","5.3","5","3.5","1.048571429","0.734","0.328571429","0.23","66.03773585","76.14107884","70","23.33333333","24.46666667","7.666666667","32.13333333","33.33333333","34.95238095","10.95238095","45.9047619"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01214","","","","10","9","4","1","1","3","1","8","39","23","0.6","2","2.3","1.65","2.6","4.9","62","0.086956522","0.015384615","0.041935484","7.75","6.2","2.875","2.3","0.325","0.26","0.2875","0.23","37.09677419","53.06122449","80","6.666666667","8.666666667","7.666666667","16.33333333","8.333333333","10.83333333","9.583333333","20.41666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01724","","","","10","10","8","3","2","2","2","9","3","8","0.12","1.5","5","1.38","1.62","6.62","11","0.1875","0.04","0.147272727","1.222222222","1.1","0.888888889","0.8","0.18","0.162","0.555555556","0.5","72.72727273","24.47129909","90","5","5.4","16.66666667","22.06666667","5.555555556","6","18.51851852","24.51851852"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00831","","","","10","10","2","2","1","5","4","8","4","27","0.2","4.2","2.9","0.15","4.4","7.3","31","0.155555556","0.05","0.141935484","3.875","3.1","3.375","2.7","0.55","0.44","0.3625","0.29","87.09677419","60.2739726","80","14","14.66666667","9.666666667","24.33333333","17.5","18.33333333","12.08333333","30.41666667"
